review_id,user_id,business_id,stars,funny,cool,text,date
2Q4GUHAO_-_94bFcmyACxg,37_aYC21xvcoZFoqwIMmYg,p_iyQ6Mo33ZbGS5k5_bTng,1,1,0,Awful service always I try to give them a second chance but this was the last straw. I went to Burger King 5/21 around 8pm since my sister in law wanted some food and had a coupon I was like okay sure I'll take you so we went used the coupon and cash and card and we specifically told the man asking for the due amount 12.99 on card and the rest cash well let's just say he screwed that up I called the store spoke with a manager of some sort and he looked it up checked it told me the mistake and he sent the receipt to me but nothing else I was so angry I told him look every time I come here there's always a problem nothing for the inconvenience to fix the issue what's so ever just I'm sorry we'll look dude you lost another customer start hiring smarter ppl working at the drive thru window worst burger I have ever been too and I am not going to ever come back here this place is terrible and it has terrible customer service.,2018-05-22
NRgbXmT_5_YVWauxmnLCKg,WSyDxIUlm9teCvE57eThZQ,ia_9O97e9qRJrFH_owYjPg,2,0,0,"I'm a Temple student who regularly eats at various places around campus. Although I frequent this Burger King for a lot of food at a cheap price, it needs MAJOR service improvement.

The most recent time that I came in, I ordered a 3-pc chicken tenders and large fries. I waited for at least 10 minutes, and people who came after me continued getting orders while I still waited. Apparently the workers behind the counter hadn't ""dropped"" the tenders in the fryer as they were told when I placed my order. It took me a total of about 15-20 minutes to finally get all of my order with no apologies about long wait. This is a regular occurrence every time I frequent this Burger King. It always seems that so many items aren't ready despite there being many workers behind the counter.

My food quality overall was decent, although I have received cold chicken fries during previous experiences. This time, since I had waited so long for tenders to be ""dropped,"" they did seem to be fresh. 

I really wish this particular Burger King focused on fast food actually being fast. It would make it a much better experience. Additionally the environment of the restaurant needs to be cleaner.",2019-03-09
q4L493g8CdssiSpKf6H0VQ,E3pF0M3g8zdoeSQnRVCLyw,_UqsraH5n4ygauI_iF43Zg,1,0,0,"You never know what you're going to get at this Burger King. Some days it's fresh and amazing, other times it's absolutely disgusting. I never like to write negative reviews, but tonight really just blew my mind. The food they gave my family was so stale and it was barely warm.
I've tried calling and they don't answer, I know they are there and open. I've worked in the fast food industry before, this is not acceptable. Step it up Burger King..",2019-11-20
4KYrqxoqv8RBpVdD8qVi8Q,yRPbFR75mUp4wFddTRQabQ,jYbu6juABu0ZNiVqADL-TQ,1,0,0,Ordered 2 small fountain drinks and paid $4.50 - when I asked what about the $1.15 fountain drink on value menu they said that's not a small - have to ask for value menu size to get that price. So guess they now have 4 sizes.,2017-09-04
AmxdVui0mrs5asBs-qD9Kw,CVOAz3qC2rpMZxsM5Ewu-g,9-W8_gKJ-tRPr52TFKFNWg,1,1,0,Yet again I gontheu the drive thru the girl workin has ear pods in n is very ignorant when I'm taking to her she can't hear me bc I guess she's busy listen to her music‍ hiw u out if onion rings n certain sandwiches stop being lazy n drop the food they have a delivery truck man standing over the sandwiches with a tank top on n arm out hair n sweat that I can see when my husband asks why he's there she shook her head it's a Friday night at 10pm if we see her again working we will not come back she's ignorant n a bitch sorry but it's the fifth or mayb she just dont like white people I wish I could give this location0 stars,2019-08-31
xNfSxzXCsewc3M-VYSpX5g,YlgpReQinA2C8tL-MHzg4A,jYbu6juABu0ZNiVqADL-TQ,1,0,0,"Burger King locations have wide differences in service standards
 It's pot luck most often.",2019-10-22
7-VrBA-YiR235naARUYgpA,ZbZZRiJbL0X7aaKDgT6MkA,sScHtSXYOvlAdaup1kQfNw,1,0,0,Have never had even decent service at this location. I'm surprised management hasnt addressed this as it has been going on here for years.,2017-04-04
fYhVxCwLBknzAwQdnC2zoQ,98C6hdkvSUTsAIQfzRtqKQ,X50KUUkWnzJKr4SnSiE2Fw,2,0,1,So I go through drive thru and the lady sounds very unhappy to be there and is barely listening to what I am ordering. I get to the window and they barely know what is going on. I wait 13 minutes for my order and they barely put any marinara on my chicken parmesan sandwich. I had to use the marinara that came with my cheese sticks so I wouldn't have to eat a dry sandwich.,2019-06-04
Gu_7NDgyvxkQcfr6posDZw,vWf633qkTZN7yVaMOlHqJA,0JX2lHSYOr18lwZqZ_BIWQ,2,0,0,"None of these underachievers would hold a job at chick-filet.  Dressed poorly,, childish antics, no service,.... Management needs to teach standards.",2019-07-11
f9uPILVc4zik7HZiv_TwRQ,rCd-OqGVWU5FsP9ONdh7Bw,_UqsraH5n4ygauI_iF43Zg,1,0,0,"First off the girl at the front desk wasn't enthusiastic at all that she had customers we interrupted her and her girlfriend just talking away, we were their only customers they could have some consideration for others we spent $17 on just 2 people and could've had a bigger and better meal at Cracker Barrel for the fraction of the cost plus would've received absolute better service and cleaner environment. Anyways, We got our food if you want to even call it that because all of it left the most disgusting taste in my mouth after every bite of french fry so needless to say I didn't eat but choked down 3 bites of each what i had because I was starving. The oil had to have been at least over a month old, if they do change it daily I'd be shocked and say there's just no hope except change brands of oil. Then the chicken sandwich it was the same thing the nasty after taste I thought I was literally going to get sick. Then there was the onion rings so gross doesn't even have onions in their rings. Now for the disgusting hamburger they put ketchup on there that was just dripping off the hamburger the sandwich was falling apart soggy getting ketchup all over the clothes on the floor and table. That was the most horrible experience I've ever had at a fast food restaurant. Used to be Burger King was one notch above all the rest of the fast foods not anymore. It's disgusting. They put allot of their money into the inside redecorating it but that's not where their money was well spent. No matter how nicely decorated the inside is it's the food that matters and theirs is hideous. Even with this new layout though it doesn't help them any as well because every table was dirty nowhere to sit so we finally found one who's to say if it was actually clean but we sat at the handicap table. Remember we were their only customers.",2017-04-27
aoeRwJLolLnJuzuSWwsllA,Favy2yFuN7S0Y3FNerVtvw,umWJbr43SlRhWtYlANMOxA,5,0,0,Burger king is great. Love the wopper sandwich and the chicken sandwich. They have there own taste to there food. Love to get a good deal when your feeding your grandkids.,2018-04-06
o4Ax5Y_yPsoB7B9quNKS8A,eO5xCMPdk69DrQ6bBRb3eQ,X50KUUkWnzJKr4SnSiE2Fw,5,1,1,This is the cleanest Burger King I have ever been in! The staff was super friendly and got my order correct and to me in about 3 minutes. The ingredients were fresh and food was very good! Will be back!,2019-09-12
q_fEt2rLqN4nsxm8C5a9rw,vGP_zo7Q7lsVLJhJKw1J3A,_UqsraH5n4ygauI_iF43Zg,1,1,0,"No one working the register, just an unkept employee looking unclean and slowly making sandwiches with as little effort as is possible while still legally considered to be ""working"". Actually it was impressive how close to the line he was able to get in looking borderline dirty and not working. Apparently not enough to get fired but enough to scare me off.",2019-10-18
70VtHf5NuKq--9njOx8c7w,l-mrwsKKtzzyj_FAtIDiTg,9-W8_gKJ-tRPr52TFKFNWg,1,0,0,I had the unfortunate encounter with this drive thru this past Saturday at 3pm-NOT a busy time for normal places that serve fast food-after lunch-before dinner-should be in and out right? I'm not lying when I tell you I used a coupon for a chicken sandwich and fries-I offered up the code on the coupon-the clerk barely spoke any English-why are you working a drive thru window if you cannot communicate?? Long story short I sat and sat and then sat some more as my order-not lying or exaggerating took 18 minutes from order to food in my hands- then I had asked to sub onion rings for the fries- what's in the bag? Fries- you guessed it-This place is a disaster-run by morons with no sense of customer service- Do not make the same mistake I made-avoid this dump at all costs!,2018-01-15
KwMaP8dRRqxVdl4Jz10M7w,cAN_HVq0-z7ubIyG9QZ1IA,9-W8_gKJ-tRPr52TFKFNWg,1,1,0,Chelten Avenue is the special child of the Burger King franchises.  You can't get extra onions .  Why?  Because of the neighborhood?  I always get satisfied at Easton Rd.  A smile and extra is satisfied.  Attitude is extra Chelten Ave late night.,2019-09-28
tWwTfU7ZcPmiioXPm6RH1w,vqqcA2V3L7dJ603OSoT59A,YuCI8fv9oRHU7aiiA5xrZQ,1,0,0,"I arrived just as they are transitioning between breakfast and lunch. I figured if I ordered lunch it would be fresh as opposed to what's left of breakfast. I order the same way I always do: off the broiler, cut in half with light mayo. Not only was the sandwich sloppy but it was slopped with mayo.i wish I could comment on the taste but I lost my appetite after unwrapping the poor excuse of a sandwich. I was the FIRST customer for lunch. There is no way it should have been this sloppy.",2019-09-27
69vuPYmREHymRP5m2r_tKA,bbOxvfwa7bsiS8iXFMB2Mw,p_iyQ6Mo33ZbGS5k5_bTng,1,0,0,Do not eat here! The managers change every month. Soda machine is always out of order or no gas in it. Never have any products . Got an original chicken sandwich only to find out they gave me a regular bun was not informed before buying it. The Maher got an attitude because we asked for the soda machine to be checked . No ice either ! Never enough people working. Another customer asked for soda from the drive thru machine only to be attitude from cashier . Cashier told us to hold on as he was in his cell phone . Just a complete disaster from start to Finnish . I will it be back here!,2018-11-07
cGEHFkHC2KWpGeY0se6Iuw,SjANskUn7Kk2dk1kTPhJ8Q,9-W8_gKJ-tRPr52TFKFNWg,1,1,0,"king george iii of england was a kinder king to the american colonies than this burger king was to us.  twice now, the king has shut his endless supply of food off to his royal subjects.  we must end this monarchical system of power abuse before more victims are starved, listening to the unapologetic robotic voice at the drive through telling you they are ""closed."".  revolution is in the air",2018-04-27
i6QELlAMtCv8aQarsEHTnw,Y09eKNQbwe9BAyzWqYuNug,p_iyQ6Mo33ZbGS5k5_bTng,1,0,0,Weakest BK I've ever had in my life ordered Cini Minis they didn't have any icing hash browns and French toast are dark brown like they haven't changed they're oil in months,2019-03-21
AHHrk6Ft-E5EjFrXWbOaKQ,N6TX6Iis4b1LIzVuEg3KRw,EBlbRM32xsQYDxsW5m0tXQ,1,1,2,Few minutes after eating some disgusting and cold food from  this place ... I will never eat any fast food while leaving in New Orleans  !!,2017-11-03
EUbBvTcju7bPt32pjjSnjw,tZkWsQ3ZOZBvuJe9DBIwYg,DMev-49eC4T1cP_h483ZTg,1,0,0,"I just wanted a coke after a hard day of work. I get home, I drink and then I get to the bottom and see black stuff. I don't know what this is but this is ridiculous. Clean your drink machines for gods sake.",2017-06-25
h5hjYnnlUIBzPrdK50VP3A,DB6zT8ouRNEoJ-kZlp32VA,hcnUT4qkVP6rVCDrChXAew,1,0,0,We should be able to offer negative Stars to show how freaking disgusting these places are! Yesterday we spent $17 and 70% of the food is in my garbage can today not as puke or excrement but as wasted food because it was so terrible and I didn't feel like getting my lazy butt up and going back to the store. This was their third final chance and the last final chance since about 8 months ago and I will not be going back anytime soon. They keep claiming Under New Management maybe they can fix the old management and make it actually plausible and a decent restaurant again! I spent many years behind the reins at Burger King and I know what to expect and they are not delivering.  If their goal was to do opposite of what they're expected to do than Bravo! but no,2018-04-17
CBv8-dewvXoVCM4-USWoIA,PwqK4fmot805CgdEpzdBew,X4W8t6QT8FBr0oGfR90QiA,1,0,0,"I really wish I can give them ZERO starts. This place is horrible. The attitudes are horrible, the manager lied. Will never visit the place again",2018-08-31
bEzMytsh30ejlOQdvcfpDQ,JmYqNmV4C7UXKcXS_LV-Xw,2VbvD2JB4XsUEjN0vOtXdw,1,0,0,Very slow service I ordered a number one it took me 18 minutes to get off the line !!! Horrible service and horrible timing. I just wonder how come the manager or Burger King company know about this !!!,2019-05-19
GwSfVvxqSEVJ8om86yz_TQ,6xySv-Mu8-1dQ1XKKTIVIg,hcnUT4qkVP6rVCDrChXAew,1,0,0,The service is awful and they never get my order right. I ended up being charged for my meal and half of the items weren't even in the bag when I got to work!,2017-02-07
KKLhrjfveAjXIV8kciIucw,oG2ua5BcUrmnLS0cPHBdjA,hcnUT4qkVP6rVCDrChXAew,1,0,0,This is by far the worst Burger King on the West Bank - I couldn't even give a rating because it don't even deserve 1/2 of one star - I waited bout 20 minuets for my food then when I get the food everything was cold and nasty smh ‍ my opinion they need to shutdown the restaurant,2018-10-02
5FPQ63mylZFimkZ3MacXzw,Ek4PVdWgJ0wZN4PCiIE82Q,X4W8t6QT8FBr0oGfR90QiA,1,0,0,"If I could give this location zero I would! Rudest employees I've ever experienced in my life. We were trying to order, the employee mumbled something we couldn't understand, then when he didn't get the response because we couldn't understand, he proceeded to yell it at us with such attitude, that my husband drove off. We tried to call the location to speak to the manager about how rude we were treated and no one answered the phone and they don't have a voicemail. I can't believe how rude he was! We kept giving this location a shot because it was close, but they have been terrible for years, but being treated like that was the last straw. Poorly managed and employees need to have way better training if that's how they are able to treat customers.",2018-11-11
5cqJf1bkcr0Rlb6OaXdoNg,X7BWASUigOAaPJCd-BoTKw,X4W8t6QT8FBr0oGfR90QiA,1,0,0,"Worst place ever! Ordered a drink and fries (not even a whole meal). After waiting 10 mins for the person in front of me to get their meal, I had to wait another 5 mins to get my drink and fries. But wait! They got that order wrong and had an attitude when I told them. Horrible, slow, and u friendly service! I will never go back! I wish I could give negative stars. The only reason they got 1 star is because that's the only way to post a review!",2018-10-07
tDy1y8H-AhjvSYkYQ-25Rw,MyOqY_9JCd4jXJLvrsYoMA,X4W8t6QT8FBr0oGfR90QiA,3,0,0,Burger King in Ballwin is not that great. The cheeseburgers were ok. The frys were ok as well. The restaurant is clean. The staff is friendly.  The soda fountain is way to watered down. It doesn't taste like soda. More water than anything. Mgmt needs to reengage and re train the associates. I give this location 3 out Of 5.,2017-08-05
Io4r7T0J9dFOTz3FEMwOwA,104WeviU1B05fnFnEbPdVQ,X4W8t6QT8FBr0oGfR90QiA,2,0,0,"I have lived in the area for over 20 years and we are doing low carb and after having this low carb meal at the Cape Girardeau location last week which btw was a really nice BK, I decided to try out the one in Manchester since our Ballwin/Ellisville location just closed down recently. Two of the 3 times I came in customers were standing at the counter with orders that had been messed up.  The booths have fabric backs which are absolutely filthy and most of the tables were filthy and all 3 times it was the middle of the afternoon (not a rush time). The people are friendly enough, but they told me they had wifi but the ""Whopper"" guess wifi doesn't work & the employees said they couldn't get on it either & they won't give out the password for the ""BKoffice"" wifi.  Bottom line is the place is filthy, they don't have wifi, and they seem to mess up a lot of orders.",2019-03-30
YMQIRl1kxhK-DSIwvNoe1Q,U1RSS9JU5tbvx7UoFXIDjw,X4W8t6QT8FBr0oGfR90QiA,1,0,0,"Date of Visit: Tuesday, July 10, 2018 (evening).

I waited 15 minutes for my dine-in order at this Burger King location at 14124 Manchester Rd.  The store was almost empty and there weren't many drive-thru orders either. Two different customers who came into the restaurant several minutes AFTER I ordered got their food BEFORE me!  One of them had the SAME sandwich as I did!  This really upset me!  The person who took my order also prepared my order and the others'.  She was EXTREMELY slow and laid out all of the burgers and buns from other orders on her prep table, so essentially she was trying to fill them all at the same time.  This upset me even more to see this.  The manager ignored me while I made disappointed faces at her and the employee - and I even said, ""What's taking so long?""  When the manager finally gave me the meals, she didn't even apologize.  She just said, ""Would you like a dessert on the house?""  I told her NO because we were already running late for a movie since the order took so long. What she should have done was offer me a complete REFUND!  The food was expensive enough as it is (two meals for over $16).  I won't go back to this location until they hire better managers and employees!",2018-07-12
LMx0pSI4bOIjtbvrjWZ2qA,gRLSHfxuiux7X_5Ue_0jbA,X4W8t6QT8FBr0oGfR90QiA,1,1,0,"They ALWAYS forget part of our order. We usually come here around 9PM on Sundays. They forgot our tacos this time and didn't put our receipt in our bag. They were completely out of all sauces except for buffalo. They make us wait and pull around the side of the building. The lady working the drive thru window had her friend on speaker phone on her personal phone while ""working"" with us. We will never come back to this location again.",2019-08-12
t6JhJmCqj4ePQAF3OfAfhg,AJ9pM6_7BbPTeiuWd1SqAA,X4W8t6QT8FBr0oGfR90QiA,1,0,0,"I visited this location on 6/1/19 around Noon for lunch. It took almost 20 minutes to receive my dine-in order. The dining room was trashed. Needed a lot of attention. The trash was completely full. The soda machine was out of nearly all selections, we chose to drink water after PAYING for soft drinks. I will not be visiting this location ever again.",2019-06-02
pye7SobZTUdc19m1FhMd0A,s1egRnmDw3dwxEISpQ_Tlg,2VbvD2JB4XsUEjN0vOtXdw,4,0,1,The Impossible Burger is impossibly good. My lunch companion ordered a beef whopper and wished she had ordered the Impossible. This burger is awesome. I only wish I were saving more than 30 calories ordering it and the sodium is higher than the beef patty.  Perhaps I will order it with only 1 bun next time. #burgerking #fsu @burgerking,2019-08-10
FEL64KZmSdOEaqo2-SAfbQ,nuMbMlA7miXsiFEzgsdG4Q,EEs_jK26kMA87hc-5_Ni8Q,1,0,0,So I just left this location around 7:52 so how does it take 10 minutes to make one fish sandwich in the morning I would really like to know that because I think it's not that I think I know she was lying because apparently I was inconveniencing the staff by asking for a fish sandwich.,2018-11-01
khk3P61opBc_bu4m7Go6Pw,kzcB5wYRFH7K27z7J6NztA,2VbvD2JB4XsUEjN0vOtXdw,1,0,1,"If you're able to place an order and there is not a handwritten sign on the speaker box that says they are closed in the middle of the afternoon, be prepared for one of the worst drive thru and service experiences ever. 

As most people know, the drive through is times and employees and stores are rated on the time it takes from beginning to end in the drive thru. What this location has started doing is making you wait at the non operable window, which is cluttered with baking materials and obviously not being used as intended. I gave the employee my card which he then took to the 2nd window to process, came back and told me to wait there until he came back to have me move up. after about 7 minutes,  I was then able to advance to the next window and pick up my ice cold food.

The employees are always outside smoking and have no sense of urgency. I will drive the extra 10 minutes to the next Burger King. I hope that this one is up for remodel soon and their corporate team reviews feedback.",2017-03-30
EKpC1QdBRtJDfYpz9SFJqQ,Q0x3ZAOWR5ZimAR8pReQZg,X4W8t6QT8FBr0oGfR90QiA,1,0,0,"Wish I could give 0 stars. Been to this place a few times hoping it would better than the last experience but nothing has changed. 1- Terrible customer service all the way around the whole building 2- Disgusting interior and not appealing exterior 3- Food is not even close to prepared properly as it is supposed to be. This place need to be updated as well as a change in ownership, management and the employees as well.",2019-11-19
vUgGQNyUv-Z3QTYvCO6-kw,fyEBhyB1pjxGRxsx4Gq1CQ,kzmJfAMQNtinxlJRQCIWuw,1,0,0,"had the big breakfast/coffee....everything was cold....watery coffee, overcooked sausage, greasy tator tots, dried out eggs
bad experience all around",2017-08-17
Aquqapmiydz5N-ec9XT26w,BnU3Ai4Lzc5bY11XJj_ncQ,kzmJfAMQNtinxlJRQCIWuw,2,0,0,This location does not give toys w/their kids meals. Major disappointment to my 4 year old.,2019-06-11
181nHM9jFrrQ1AQW3hXaew,zqlCIaOCHSH6z39zwIRKZw,2VbvD2JB4XsUEjN0vOtXdw,2,0,0,"The service here is not that great and the employees take so long to make the food. Given the area it is in the homeless will sit out front by the door so there is no avoiding them going in or out.

The bathroom was not very clean and there was a mentally ill woman screaming in the back of the store talking about how Jesus is going to kill us all. The staff did nothing to stop her or remove her from the store. 

Several employees were on their phone or talking in an unprofessional manner.",2019-11-10
Xx6okeSSDJdDq_bFy8Rv6g,FM0zqEMYqszqhWE2Hyz9Kw,Q3ZmeBnP96bqbxevkOT7Nw,1,0,0,When I got there at 8pm they said the dining room was closed and the sign said otherwise by hours.  The manager decided to take our order and in the middle of the order the manager decides to answer the phone and makes us wait 10 minutes to finish our order.  (You have 7 employees on duty and your the only one dealing with a customer and you decide to answer the phone?!?!). Last time I EVER come to BK.  Horrible service!!!!!!,2019-11-18
CSrC9eCozITTd6uFfrR5wA,O_ZH7tVbk0H0H21w52eNgg,EBlbRM32xsQYDxsW5m0tXQ,1,0,0,"In all my life I have never been to a Burger King where the staff was so rude and unfriendly. Burger King says have it your way but that is a lie. We asked for raw onions on our breakfast sandwiches at 10:15 AM and were told and I quote don't have them till lunch and your not getting that this morning. At first I though they were joking but they were dead serious.
They charged us extra money for drinks and then gave us small ones. To top it off our food was ice cold.
This place really gives Butler King a bad reputation and I will not go back to that location.",2019-07-26
kMPZekbdUCoRsqMJKnLkjg,nkVxroqpkPTrKtvP15L50g,EEs_jK26kMA87hc-5_Ni8Q,3,0,1,"This is a chain location. They are of average cleanliness and friendliness. I order every few weeks when I need my burger fix.

My views on fast food chains are simple. Three stars is all you need or expect. I won't hesitate to go back and I don't think you should either.",2017-02-22
PDVIwARYZR_oJ-JE76OaqA,dPdLmJz40jMPeGWggUe6fg,X4W8t6QT8FBr0oGfR90QiA,1,1,0,This visit was awful. I ordered a double cheeseburger meal. And when I got home I was given a whopper Jr with two slices of cheese!!  Lol and that was even cold.,2017-01-23
BLXYw3A03siS1JgUL8Ojsg,lSHooxEyrtkOl1u6isWtKg,kzmJfAMQNtinxlJRQCIWuw,3,0,0,"This place is so close to my job that I come here weekly. It's really a hit and miss with the staff. Sometimes they are super nice and other times are clearly annoyed. I felt compelled to do a review this time for a few reasons. I ordered an iced coffee and I could have gone anywhere else, but remembered that they had huge coffees that tasted amazing at a great price :buzzer noise: wrong, I was so wrong. I paid $2 for a tiny coffee that was the size of my small hands. It tasted like 80% creamer and was a super thick consistency like drinking a shake. I also tried doing the survey on my receipt only for me to get an error saying that they received enough surveys for the month. Wait, what? I feel cheated on so many levels.",2018-03-01
gkUzQaC3XRoOssqzmUcE6A,MRQg983nkhnC5fuxDMX-xA,EBlbRM32xsQYDxsW5m0tXQ,1,0,0,"Okay yalllll I usually have the best experiences here. The guy and girl at night are always so nice and friendly. But tonight, they must have been off and it was some other girl that had the NASTIEST attitude. Slamming the drive thru window, rolling her eyes, being rude on the speaker. If you don't like your job, leave ‍. I get you work a minimum wage job at a fast food restaurant but find a desk job if you don't need the customer service part.",2019-12-20
ZbXbWOBMekj_ugZsKnWEgQ,exkIcnCdpT1E0wRM87Y_ZQ,tpdjw0-_F7uIpbhU0IZ_qA,1,0,0,"The food is always incorrect, cold or both. The manager today was extremely rude. Customer service is not a priority and food quality isn't either. I like BK but this location needs work.",2018-02-24
h1FudRFhtaLxhC0R-VYpeA,torW4VynqYRuccqK8tfn1Q,xnYxkzOd6-76QiCTrcgXUg,5,0,1,"Got breakfast here this morning and went through the drive thru, great service. Was fast and the food was delicious!",2018-04-19
15DCseKpd0EPltZD7nBPwg,4yVH8RPZQAURcCEm0uT0LQ,aKNrCfmR0bgdXzYcviL1ZA,1,0,0,Worst service for walk ins because corporate prioritizes the cars.  Someone could he 5th in line behind you but get food first because they are in a car. I LIVE NEAR HERE you jackasses!,2018-04-19
0E_3xGDEIFEdKggrHdGfnA,ooU55juWoIjVu1yFk5Xz-Q,xnYxkzOd6-76QiCTrcgXUg,1,0,0,"This place is horrible!!!!  Tables were not cleaned and floor was wet near the soda machine.  The staff doesn't care about their work or your food.  They seem to be more interested in playing around and goofing with one another. Took a long time to get our food.  Ketchup dispenser had no containers to put ketchup in.  When I told them at the counter, they said they don't have containers for ketchup.  Apparently you have to dispense ketchup directly onto your box of fries.  We were the only ones in the restaurant for a good 30 minutes on a Sunday at noon.  Watched a worker come back from the restroom and lay her entire body on the counter and rolled over it to get back into the service area.  She was obviously doing it to entertain the other workers because they all laughed about it.  Not going back to this place again.",2017-08-15
iTAEkRvuoCsPZihjx7SVcA,0kp0MzOxqnXoeNeETZ0tzw,aKNrCfmR0bgdXzYcviL1ZA,1,1,0,Wanted something quick on the way to the movies. They gave me a wrong order and when they fixed it it was very very cold. Also slow as molasses.,2017-11-05
NjK8lEPLYok2g7vnF6LV5Q,IlyxZzDbjMbekobRDHc13w,ZVClB0Lh52MMdaVlngFhng,4,0,0,"4 stars only due to Jeannett..she is wonderful
Had an awesome drive thru experience with Jeannett.. Ordered 10 pc nuggets and fries, service was super quick and very pleasant.. Nuggets were hot and tasted good. BK has $1.49 deal for 10pc these days, they also have happy hr between 2 and 5 pm",2017-01-01
Tchs6bcGZvL3GMXpMiBEEg,ExApOpbOdLcUwmMWxHr2pw,ML43bYNCl5KBsRl6i_U0CQ,1,0,1,"Worst service imaginable. Always screw up order, always an attitude,  from EVERY employee, especially managers. Close when they feel like it. Don't waste your time here",2019-04-30
-4jqsbnLS2v2e67ShXAfuA,9sqCaKtOTZ2LDWMNVBmTjA,xnYxkzOd6-76QiCTrcgXUg,5,0,1,"The food was fresh, properly prepared and a great value for the price. We highly recommend it. The breakfast was equally as good. I always get the fully loaded croissant and it's always fresh and tastes great I would recommend this place to anyone you guys rock",2018-06-14
